features,n_features,roc_auc_leah_12k_detected
"('esm2_full_LL_car_target', 'boltz_rosetta_A_BC_complex_normalized', 'esm2_full_LL_car')",3,0.8789827881556407
"('esm2_pll', 'total_duplicated_residues', 'gravy_score')",3,0.8789437281642931
"('esm2_binder_LL_car_target', 'esm2_full_LL_car_target', 'esmfold_plddt_binder_start')",3,0.8789355509844947
"('esm2_full_LL_target', 'esmfold_plddt_binder_start', 'esmfold_plddt_binder_middle')",3,0.8789326082414463
"('esm2_binder_LL_car_target', 'esmfold_plddt_binder_start', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.8789296654983978
"('esm2_full_LL_target', 'esmfold_plddt_binder_end', 'esmfold_plddt_binder_start_glycine_linker')",3,0.8789208372692521
"('esm2_binder_LL_car_target', 'seq_kl_vs_human', 'esm2_full_LL_car_target')",3,0.8789149517831553
"('esm2_binder_LL_car', 'boltz_rosetta_complex_normalized', 'esmfold_plddt_binder_start_glycine_linker')",3,0.8789093727057672
"('esm2_binder_LL_car', 'boltz_rosetta_A_BC_complex_normalized', 'esmfold_plddt_binder_start_glycine_linker')",3,0.8789093727057672
"('esm2_binder_LL_target', 'boltz_sap_score', 'boltz_rosetta_side1_normalized')",3,0.8789052940696632
"('esm2_binder_LL_target', 'boltz_sap_score', 'boltz_rosetta_A_BC_side1_normalized')",3,0.8789052940696632
"('seq_kl_vs_human', 'boltz_rosetta_complex_normalized', 'esmfold_end_C_B_pdockq2')",3,0.8789052940696631
"('seq_kl_vs_human', 'boltz_rosetta_A_BC_complex_normalized', 'esmfold_end_C_B_pdockq2')",3,0.8789052940696631
"('esm2_full_LL_car', 'esmfold_plddt_binder_end', 'boltz_sap_score')",3,0.8788999748995983
"('esm2_binder_LL_target', 'aa_sequence_entropy', 'boltz_sap_score')",3,0.8788874246987952
"('max_pident_cross_team_hamming', 'total_duplicated_residues', 'esmfold_plddt_binder_end')",3,0.8788855243526701
"('esm2_full_LL_target', 'total_duplicated_residues', 'gravy_score')",3,0.878867867894379
"('esm2_binder_LL_car', 'boltz_rosetta_complex_normalized', 'esm2_full_LL_car')",3,0.8788645077086223
"('esm2_binder_LL_car', 'boltz_rosetta_A_BC_complex_normalized', 'esm2_full_LL_car')",3,0.8788645077086223
"('esm2_binder_LL_car_target', 'esm2_pll', 'esmfold_plddt_binder_start')",3,0.8788609667713008
"('esm2_binder_LL_car_target', 'seq_kl_vs_human', 'boltz_rosetta_A_BC_side1_normalized')",3,0.8788522718003101
"('esm2_binder_LL_car_target', 'seq_kl_vs_human', 'boltz_rosetta_side1_normalized')",3,0.8788522718003101
"('esm2_full_LL_target', 'aa_sequence_entropy', 'boltz_sap_score')",3,0.8788372238955825
"('esm2_binder_LL_car_target', 'esmfold_plddt_binder_start', 'esmfold_plddt_binder_middle')",3,0.8788325549777971
"('total_duplicated_residues', 'esmfold_plddt_binder_end', 'gravy_score')",3,0.878820784005603
"('max_pident_cross_team_hamming', 'esm2_binder_LL_car', 'boltz_rosetta_side1_normalized')",3,0.878811485439269
"('max_pident_cross_team_hamming', 'esm2_binder_LL_car', 'boltz_rosetta_A_BC_side1_normalized')",3,0.878811485439269
"('esm2_full_LL_target', 'esmfold_plddt_binder_middle', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.878809013033409
"('esm2_pll', 'esmfold_plddt_binder_start', 'esmfold_plddt_binder_end')",3,0.8788018514905918
"('esm2_pll', 'boltz_rosetta_A_BC_complex_normalized', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8787849013346434
"('esm2_pll', 'boltz_rosetta_complex_normalized', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8787849013346434
"('esm2_full_LL_alone', 'esm2_full_LL_car_target', 'esmfold_plddt_binder_start')",3,0.8787707573737784
"('esm2_binder_LL_car_target', 'esm2_pll', 'boltz_rosetta_A_BC_complex_normalized')",3,0.8787521493490544
"('esm2_binder_LL_car_target', 'esm2_pll', 'boltz_rosetta_complex_normalized')",3,0.8787521493490544
"('esm2_binder_LL_target', 'esmfold_plddt_binder_end', 'esmfold_plddt_binder_start_glycine_linker')",3,0.8787472154293903
"('esm2_binder_LL_target', 'esmfold_plddt_binder_middle', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8787060170267114
"('aa_sequence_entropy', 'boltz_rosetta_A_BC_complex_normalized')",2,0.8787054409005628
"('aa_sequence_entropy', 'boltz_rosetta_complex_normalized')",2,0.8787054409005628
"('aa_sequence_entropy', 'boltz_rosetta_complex_normalized', 'boltz_rosetta_A_BC_complex_normalized')",3,0.8786972836283548
"('esm2_full_LL_car_target', 'boltz_rosetta_complex_normalized', 'esmfold_plddt_binder_middle')",3,0.8786646545395218
"('esm2_full_LL_car_target', 'boltz_rosetta_A_BC_complex_normalized', 'esmfold_plddt_binder_middle')",3,0.8786646545395218
"('esm2_binder_LL_car_target', 'esmfold_plddt_binder_middle', 'esmfold_plddt_binder_end')",3,0.8786442194226926
"('esm2_binder_LL_target', 'esm2_full_LL_car', 'esmfold_plddt_binder_end')",3,0.8786147919922076
"('esm2_pll', 'seq_kl_vs_human', 'boltz_rosetta_A_C_complex_normalized')",3,0.8786115119448452
"('aa_sequence_entropy', 'seq_kl_vs_human', 'boltz_rosetta_A_BC_complex_normalized')",3,0.8786075536340647
"('aa_sequence_entropy', 'seq_kl_vs_human', 'boltz_rosetta_complex_normalized')",3,0.8786075536340647
"('aa_sequence_entropy', 'boltz_rosetta_complex_normalized', 'boltz_rosetta_side1_normalized')",3,0.8785504527286075
"('aa_sequence_entropy', 'boltz_rosetta_A_BC_complex_normalized', 'boltz_rosetta_A_BC_side1_normalized')",3,0.8785504527286075
"('aa_sequence_entropy', 'boltz_rosetta_complex_normalized', 'boltz_rosetta_A_BC_side1_normalized')",3,0.8785504527286075
"('aa_sequence_entropy', 'boltz_rosetta_A_BC_complex_normalized', 'boltz_rosetta_side1_normalized')",3,0.8785504527286075
"('esm2_full_LL_car_target', 'esmfold_plddt_binder_start', 'esm2_full_LL_car')",3,0.8785353379298979
"('aa_sequence_entropy', 'esm2_binder_LL_car', 'boltz_rosetta_A_BC_side1_normalized')",3,0.8785137450036709
"('aa_sequence_entropy', 'esm2_binder_LL_car', 'boltz_rosetta_side1_normalized')",3,0.8785137450036709
"('esm2_full_LL_target', 'esmfold_plddt_binder_end', 'esmfold_plddt_binder_end_glycine_linker')",3,0.87851179598551
"('esm2_full_LL_target', 'esm2_full_LL_car', 'esmfold_plddt_binder_end')",3,0.8784970822702673
"('esm2_full_LL_target', 'esm2_pll', 'esmfold_plddt_binder_start')",3,0.8784678501545864
"('esm2_binder_LL_target', 'esmfold_plddt_binder_middle', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8784676548397823
"('esm2_binder_LL_car_target', 'seq_kl_vs_human', 'boltz_rosetta_A_C_complex_normalized')",3,0.8784565229009673
"('seq_kl_vs_human', 'esmfold_plddt_binder_end_glycine_linker', 'esmfold_end_C_B_pdockq2')",3,0.8784264564371032
"('esm2_full_LL_alone', 'boltz_rosetta_complex_normalized', 'longest_dup_substr_len')",3,0.8783954645566523
"('esm2_full_LL_alone', 'esmfold_plddt_binder_start_glycine_linker', 'boltz_rosetta_A_BC_side1_normalized')",3,0.8783954645566523
"('esm2_full_LL_alone', 'esmfold_plddt_binder_start_glycine_linker', 'boltz_rosetta_side1_normalized')",3,0.8783954645566523
"('esm2_full_LL_alone', 'boltz_rosetta_A_BC_complex_normalized', 'longest_dup_substr_len')",3,0.8783954645566523
"('esm2_binder_LL_car_target', 'esm2_binder_LL_car', 'esmfold_plddt_binder_end')",3,0.8783940862635697
"('max_pident_cross_team_hamming', 'esm2_binder_LL_car_target', 'boltz_rosetta_A_C_complex_normalized')",3,0.8783870450537117
"('esm2_full_LL_car_target', 'esmfold_plddt_binder_start', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8783823152913757
"('esm2_full_LL_target', 'esmfold_plddt_binder_end_glycine_linker', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8783764298052787
"('esm2_pll', 'esm2_full_LL_car_target', 'boltz_sap_score')",3,0.8783674730318448
"('esm2_binder_LL_target', 'esmfold_plddt_binder_end', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8783587733469875
"('esm2_binder_LL_car_target', 'boltz_rosetta_complex_normalized', 'longest_dup_substr_len')",3,0.8783546781956113
"('esm2_binder_LL_car_target', 'boltz_rosetta_A_BC_complex_normalized', 'longest_dup_substr_len')",3,0.8783546781956113
"('esm2_binder_LL_target', 'esmfold_plddt_binder_end_glycine_linker', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8783293459165027
"('esm2_full_LL_target', 'esmfold_plddt_binder_middle', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8783264031734541
"('esm2_binder_LL_car_target', 'esmfold_plddt_binder_start_glycine_linker', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.878320517687357
"('esm2_binder_LL_car_target', 'esm2_full_LL_car_target', 'boltz_rosetta_A_C_complex_normalized')",3,0.8783175672064562
"('esm2_binder_LL_target', 'esmfold_plddt_binder_start', 'esmfold_end_C_B_pdockq2')",3,0.87831463220126
"('esm2_binder_LL_target', 'esm2_pll', 'esmfold_plddt_binder_start')",3,0.8783111946607078
"('esm2_full_LL_alone', 'esmfold_plddt_binder_start', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8783058039721146
"('esm2_full_LL_alone', 'esmfold_plddt_binder_start', 'total_duplicated_residues')",3,0.878279319284678
"('esm2_full_LL_alone', 'seq_kl_vs_human', 'boltz_rosetta_A_C_complex_normalized')",3,0.878274811608145
"('max_pident_cross_team_hamming', 'esmfold_plddt_binder_start_glycine_linker', 'gravy_score')",3,0.8782734337985809
"('esm2_full_LL_target', 'esmfold_plddt_binder_start', 'esmfold_end_C_B_pdockq2')",3,0.8782557773402899
"('esm2_binder_LL_car_target', 'boltz_rosetta_A_C_complex_normalized', 'esmfold_end_C_B_pdockq2')",3,0.8782160226604669
"('max_pident_cross_team_hamming', 'esm2_full_LL_alone', 'esm2_full_LL_car')",3,0.8782028079654169
"('max_pident_cross_team_hamming', 'esm2_full_LL_car_target', 'esm2_binder_LL_car')",3,0.8781763232779803
"('esm2_binder_LL_target', 'esmfold_plddt_binder_middle', 'esmfold_plddt_binder_start_glycine_linker')",3,0.8781616095627378
"('esm2_binder_LL_car_target', 'esmfold_plddt_binder_end', 'esmfold_plddt_binder_start_glycine_linker')",3,0.8781498385905437
"('esm2_full_LL_target', 'boltz_rosetta_A_BC_side1_normalized', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8781425891181989
"('esm2_full_LL_target', 'boltz_rosetta_side1_normalized', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8781425891181989
"('esm2_pll', 'esmfold_plddt_binder_end_glycine_linker', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8781338488185811
"('esm2_full_LL_alone', 'esmfold_plddt_binder_end', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8781233539031074
"('esm2_binder_LL_target', 'aa_sequence_entropy', 'esm2_full_LL_car')",3,0.8781056974448161
"('esm2_binder_LL_target', 'esm2_full_LL_car', 'esmfold_plddt_binder_start_glycine_linker')",3,0.8780968692156707
"('esm2_full_LL_target', 'esmfold_plddt_binder_middle', 'esmfold_plddt_binder_start_glycine_linker')",3,0.8780880409865252
"('max_pident_cross_team_hamming', 'esm2_full_LL_car', 'boltz_rosetta_side1_normalized')",3,0.8780773309405334
"('max_pident_cross_team_hamming', 'esm2_full_LL_car', 'boltz_rosetta_A_BC_side1_normalized')",3,0.8780773309405334
"('seq_kl_vs_human', 'boltz_rosetta_A_BC_complex_normalized', 'boltz_sap_score')",3,0.8780732523044293
"('seq_kl_vs_human', 'boltz_rosetta_complex_normalized', 'boltz_sap_score')",3,0.8780732523044293
"('max_pident_cross_team_hamming', 'esm2_pll', 'boltz_rosetta_A_C_complex_normalized')",3,0.8780503447170115
"('esm2_binder_LL_target', 'boltz_rosetta_A_BC_side1_normalized', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8780447018517008
"('esm2_binder_LL_target', 'boltz_rosetta_side1_normalized', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8780447018517008
"('esm2_full_LL_target', 'esm2_full_LL_car', 'esmfold_plddt_binder_start_glycine_linker')",3,0.8780291861255551
"('esm2_binder_LL_car_target', 'esmfold_plddt_binder_start', 'esmfold_end_C_B_pdockq2')",3,0.878029186125555
"('esm2_pll', 'esmfold_plddt_binder_start', 'esmfold_plddt_binder_start_glycine_linker')",3,0.8780156182571632
"('esm2_binder_LL_car_target', 'esmfold_plddt_binder_middle', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8779850449798274
"('boltz_rosetta_A_BC_complex_normalized', 'esm2_full_LL_car', 'total_duplicated_residues')",3,0.8779794436740355
"('boltz_rosetta_complex_normalized', 'esm2_full_LL_car', 'total_duplicated_residues')",3,0.8779794436740355
"('esm2_pll', 'boltz_rosetta_A_BC_complex_normalized', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8779783836895112
"('esm2_pll', 'boltz_rosetta_complex_normalized', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8779783836895112
"('esm2_full_LL_target', 'boltz_rosetta_A_BC_side1_normalized', 'esmfold_end_C_B_pdockq2')",3,0.8779753650379314
"('esm2_full_LL_target', 'boltz_rosetta_side1_normalized', 'esmfold_end_C_B_pdockq2')",3,0.8779753650379314
"('esm2_full_LL_car_target', 'esmfold_plddt_binder_end', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8779732740076334
"('esm2_binder_LL_target', 'esmfold_plddt_binder_middle_glycine_linker', 'boltz_rosetta_A_C_complex_normalized')",3,0.877964833520389
"('esm2_full_LL_alone', 'esmfold_plddt_binder_end', 'boltz_rosetta_side1_normalized')",3,0.8779508932213067
"('esm2_full_LL_alone', 'esmfold_plddt_binder_end', 'boltz_rosetta_A_BC_side1_normalized')",3,0.8779508932213067
"('boltz_rosetta_complex_normalized', 'esm2_full_LL_car', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8779468145852027
"('boltz_rosetta_A_BC_complex_normalized', 'esm2_full_LL_car', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8779468145852027
"('esm2_binder_LL_target', 'esm2_full_LL_car', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8779291328619059
"('seq_kl_vs_human', 'esm2_binder_LL_car', 'boltz_rosetta_side1_normalized')",3,0.8779264214046822
"('seq_kl_vs_human', 'esm2_binder_LL_car', 'boltz_rosetta_A_BC_side1_normalized')",3,0.8779264214046822
"('esm2_full_LL_target', 'esm2_full_LL_car', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8778967626883722
"('esm2_full_LL_target', 'esmfold_plddt_binder_middle_glycine_linker', 'boltz_rosetta_A_C_complex_normalized')",3,0.8778953556731335
"('esm2_binder_LL_target', 'boltz_rosetta_side1_normalized', 'esmfold_end_C_B_pdockq2')",3,0.8778856350436414
"('esm2_binder_LL_target', 'boltz_rosetta_A_BC_side1_normalized', 'esmfold_end_C_B_pdockq2')",3,0.8778856350436414
"('esm2_full_LL_alone', 'esmfold_plddt_binder_start', 'esm2_full_LL_car')",3,0.8778820489731298
"('esm2_full_LL_alone', 'boltz_rosetta_A_BC_side1_normalized', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8778530059548089
"('esm2_full_LL_alone', 'boltz_rosetta_side1_normalized', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8778530059548089
"('boltz_rosetta_complex_normalized', 'esm2_full_LL_car', 'boltz_rosetta_side1_normalized')",3,0.8778530059548088
"('boltz_rosetta_complex_normalized', 'esm2_full_LL_car', 'boltz_rosetta_A_BC_side1_normalized')",3,0.8778530059548088
"('boltz_rosetta_A_BC_complex_normalized', 'esm2_full_LL_car', 'boltz_rosetta_side1_normalized')",3,0.8778530059548088
"('boltz_rosetta_A_BC_complex_normalized', 'esm2_full_LL_car', 'boltz_rosetta_A_BC_side1_normalized')",3,0.8778530059548088
"('esm2_pll', 'esmfold_plddt_binder_middle', 'esmfold_plddt_binder_start_glycine_linker')",3,0.8778471397071429
"('esm2_full_LL_alone', 'esm2_binder_LL_car', 'gravy_score')",3,0.8778408505704507
"('esm2_binder_LL_car_target', 'esmfold_plddt_binder_end', 'boltz_rosetta_A_BC_side1_normalized')",3,0.8778040623215597
"('esm2_binder_LL_car_target', 'esmfold_plddt_binder_end', 'boltz_rosetta_side1_normalized')",3,0.8778040623215597
"('max_pident_cross_team_hamming', 'gravy_score', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8777702247372867
"('esm2_full_LL_target', 'aa_sequence_entropy', 'esm2_full_LL_car')",3,0.8777466827928986
"('esm2_binder_LL_target', 'esm2_binder_LL_car_target', 'esmfold_plddt_binder_end')",3,0.8777466827928985
"('esm2_pll', 'esmfold_plddt_binder_end', 'boltz_sap_score')",3,0.8777433123388374
"('esm2_binder_LL_car_target', 'esmfold_plddt_binder_middle', 'esmfold_plddt_binder_start_glycine_linker')",3,0.8777378545637531
"('esm2_full_LL_alone', 'seq_kl_vs_human', 'esm2_full_LL_car')",3,0.8777378545637531
"('esm2_full_LL_target', 'esm2_binder_LL_car_target', 'esmfold_plddt_binder_end')",3,0.877731969077656
"('esm2_binder_LL_car_target', 'esmfold_plddt_binder_start_glycine_linker', 'boltz_rosetta_A_C_complex_normalized')",3,0.8777296777296778
"('aa_sequence_entropy', 'esm2_pll', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8777111745615124
"('max_pident_cross_team_hamming', 'esm2_full_LL_target', 'esm2_pll')",3,0.8776786611571226
"('max_pident_cross_team_hamming', 'esm2_binder_LL_target', 'esm2_pll')",3,0.877675705393087
"('esm2_pll', 'esmfold_plddt_binder_start', 'esmfold_end_C_B_pdockq2')",3,0.8776727496290515
"('boltz_rosetta_complex_normalized', 'esm2_full_LL_car', 'esmfold_plddt_binder_end')",3,0.8776653886940208
"('boltz_rosetta_A_BC_complex_normalized', 'esm2_full_LL_car', 'esmfold_plddt_binder_end')",3,0.8776653886940208
"('esm2_binder_LL_car_target', 'esmfold_plddt_binder_start_glycine_linker', 'boltz_rosetta_side1_normalized')",3,0.8776490741496044
"('esm2_binder_LL_car_target', 'esmfold_plddt_binder_start_glycine_linker', 'boltz_rosetta_A_BC_side1_normalized')",3,0.8776490741496044
"('esm2_binder_LL_car_target', 'esmfold_plddt_binder_middle', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8776407440431524
"('esm2_pll', 'esm2_full_LL_car_target', 'boltz_rosetta_complex_normalized')",3,0.8776344878408253
"('esm2_pll', 'esm2_full_LL_car_target', 'boltz_rosetta_A_BC_complex_normalized')",3,0.8776344878408253
"('max_pident_cross_team_hamming', 'seq_kl_vs_human', 'boltz_rosetta_A_BC_side1_normalized')",3,0.877628680969084
"('max_pident_cross_team_hamming', 'seq_kl_vs_human', 'boltz_rosetta_side1_normalized')",3,0.877628680969084
"('esm2_binder_LL_car', 'gravy_score', 'esmfold_end_C_B_pdockq2')",3,0.8776172020987643
"('boltz_rosetta_A_BC_complex_normalized', 'esm2_full_LL_car')",2,0.8776123664246676
"('boltz_rosetta_complex_normalized', 'esm2_full_LL_car')",2,0.8776123664246676
"('boltz_rosetta_complex_normalized', 'boltz_rosetta_A_BC_complex_normalized', 'esm2_full_LL_car')",3,0.8776082877885635
"('max_pident_cross_team_hamming', 'esm2_full_LL_car_target', 'boltz_sap_score')",3,0.877601029116466
"('esm2_binder_LL_target', 'esm2_binder_LL_car', 'esmfold_plddt_binder_end')",3,0.8775877746682794
"('esm2_binder_LL_car', 'boltz_sap_score', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8775602409638553
"('esm2_full_LL_alone', 'esmfold_plddt_binder_start', 'longest_dup_substr_len')",3,0.8775583472377942
"('esm2_full_LL_alone', 'esmfold_plddt_binder_start')",2,0.8775465762656002
"('esm2_pll', 'esm2_binder_LL_car', 'boltz_rosetta_complex_normalized')",3,0.8775444198804554
"('esm2_pll', 'esm2_binder_LL_car', 'boltz_rosetta_A_BC_complex_normalized')",3,0.8775444198804554
"('esm2_full_LL_alone', 'gravy_score')",2,0.8775230343212123
"('esm2_full_LL_car_target', 'esmfold_plddt_binder_start', 'esmfold_plddt_binder_start_glycine_linker')",3,0.8775230343212121
"('esm2_full_LL_car_target', 'esmfold_plddt_binder_start', 'total_duplicated_residues')",3,0.8775112633490181
"('boltz_rosetta_A_BC_complex_normalized', 'esm2_full_LL_car', 'esmfold_plddt_binder_start_glycine_linker')",3,0.8775104005220655
"('boltz_rosetta_complex_normalized', 'esm2_full_LL_car', 'esmfold_plddt_binder_start_glycine_linker')",3,0.8775104005220655
"('esm2_binder_LL_car_target', 'esmfold_plddt_binder_end', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8775053778629212
"('esm2_full_LL_target', 'esm2_full_LL_car_target', 'boltz_rosetta_A_C_complex_normalized')",3,0.8774945219389665
"('aa_sequence_entropy', 'esm2_full_LL_alone', 'esm2_full_LL_car')",3,0.87748772140463
"('esm2_binder_LL_target', 'esmfold_plddt_binder_end', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.8774847786615816
"('esm2_pll', 'seq_kl_vs_human', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8774776692027124
