features,n_features,roc_auc_4class_micro,roc_auc_binary_detected,roc_auc_4class_Down,roc_auc_4class_Not Recovered,roc_auc_4class_Not Sig,roc_auc_4class_Up
"('esm2_binder_LL_target', 'boltz_rosetta_A_C_complex_normalized', 'esmfold_plddt_binder_end_glycine_linker')",3,0.9160384148231515,0.8792207792207793,0.8312446898895496,0.8736732403399071,0.8298046736882707,0.6795234342404153
"('esm2_binder_LL_target', 'esmfold_plddt_binder_middle_glycine_linker', 'boltz_rosetta_A_BC_per_residue_energy_int')",3,0.9160257618016582,0.8798757530120482,0.7772623284189121,0.8611481682607345,0.8200094556219235,0.724545211342964
"('esm2_full_LL_target', 'boltz_rosetta_A_C_complex_normalized', 'esmfold_plddt_binder_end')",3,0.9160171294245361,0.8799636577414356,0.8352803738317758,0.8724653946876171,0.8293439478844115,0.6968615270502062
"('esm2_full_LL_alone', 'esmfold_plddt_binder_start', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.9160164703629224,0.8773611834535445,0.81652706185567,0.8638657638330994,0.8222440560324519,0.6926427818488932
"('esm2_binder_LL_car_target', 'boltz_rosetta_side1_normalized', 'esm2_full_LL_car')",3,0.9160163440153581,0.8690146015172526,0.8069996602106694,0.8681825597520189,0.8315732389542185,0.6652018578063593
"('esm2_binder_LL_car_target', 'boltz_rosetta_A_BC_side1_normalized', 'esm2_full_LL_car')",3,0.9160163440153581,0.8690146015172526,0.8069996602106694,0.8681825597520189,0.8315732389542185,0.6652018578063593
"('esmfold_plddt_binder_middle', 'seq_kl_vs_human', 'esmfold_plddt_binder_start_glycine_linker')",3,0.9160155127836829,0.8856508906211836,0.7546176975945016,0.870207375102628,0.8334080279472771,0.6860513849553588
"('esmfold_plddt_binder_middle_glycine_linker', 'seq_kl_vs_human', 'esmfold_plddt_binder_end_glycine_linker')",3,0.9159901369338314,0.8849475750325908,0.7561748281786942,0.8690979609733416,0.8335114512588915,0.6807427069177917
"('esm2_full_LL_alone', 'esmfold_plddt_binder_start', 'esmfold_plddt_binder_middle')",3,0.9159891793545917,0.8770727946347909,0.8069695017182131,0.8636421153614129,0.8222009629859459,0.6806665057976353
"('esm2_full_LL_target', 'esm2_binder_LL_car', 'gravy_score')",3,0.9159839126687733,0.8804481209114264,0.7960695876288659,0.8778997054314209,0.8290470116408682,0.707260696732242
"('esm2_binder_LL_target', 'esmfold_plddt_binder_middle', 'esmfold_plddt_binder_start_glycine_linker')",3,0.9159836732739635,0.8781616095627378,0.7748603951890034,0.8639275614371179,0.8223876995208053,0.7057620747024982
"('esmfold_plddt_binder_start', 'esm2_full_LL_car_target', 'esm2_full_LL_car')",3,0.9159729005075169,0.8785353379298979,0.7861361683848798,0.8639834735550396,0.8237322025717929,0.6862799883158283
"('esm2_full_LL_target', 'esmfold_plddt_binder_start', 'boltz_rosetta_A_C_side1_normalized')",3,0.9159714545066732,0.8707177596066487,0.8250849617672047,0.8711560044893378,0.8262849428378567,0.6992258124333596
"('esm2_full_LL_alone', 'esm2_full_LL_car_target', 'gravy_score')",3,0.9159508761850043,0.879153313970084,0.8319372852233677,0.8770492526904028,0.8304432263476633,0.6935698954774636
"('esm2_binder_LL_car', 'gravy_score', 'boltz_rosetta_A_C_side1_normalized')",3,0.9159492822164486,0.8763882208326652,0.8057561597281223,0.8746993746993746,0.838387031104349,0.7076630661536322
"('esm2_binder_LL_car', 'esmfold_plddt_binder_middle_glycine_linker', 'boltz_rosetta_side1_normalized')",3,0.9159467058263163,0.8711844359246268,0.8266224940536867,0.8690920956032304,0.8238220279549198,0.6747767059664166
"('esm2_binder_LL_car', 'esmfold_plddt_binder_middle_glycine_linker', 'boltz_rosetta_A_BC_side1_normalized')",3,0.9159467058263163,0.8711844359246268,0.8266224940536867,0.8690920956032304,0.8238220279549198,0.6747767059664166
"('esm2_pll', 'esm2_binder_LL_car_target', 'esmfold_plddt_binder_end_glycine_linker')",3,0.9159434329318162,0.8809181785399709,0.7837532299741602,0.8735376357434633,0.82591257947714,0.6874920408527112
"('esm2_binder_LL_target', 'boltz_rosetta_A_C_complex_normalized', 'esmfold_plddt_binder_end')",3,0.9159426305293811,0.8799476243920689,0.8362361937128293,0.8721126610015499,0.8289421521252318,0.6970933197348291
"('esm2_binder_LL_car_target', 'esmfold_plddt_binder_middle_glycine_linker', 'boltz_rosetta_A_BC_per_residue_energy_int')",3,0.9159408226026812,0.880324422690763,0.7958820538891713,0.8604073740414405,0.8198549519957234,0.7317014446227931
"('esm2_binder_LL_car', 'esmfold_plddt_binder_start_glycine_linker', 'boltz_rosetta_A_BC_per_residue_energy_int')",3,0.915935159989416,0.8783038403614458,0.8037620742247078,0.8612988382714383,0.8189372004560946,0.7161583734617443
"('esm2_binder_LL_car_target', 'gravy_score')",2,0.9159329215742601,0.8813927414299966,0.7843105670103092,0.8787825283459725,0.8331264867101045,0.6893280331220869
"('esm2_full_LL_alone', 'esmfold_plddt_binder_start', 'boltz_rosetta_A_B_side1_normalized')",3,0.9159319522256794,0.8559205350118018,0.7358078602620087,0.8567307332059496,0.8168497652582158,0.6900246305418719
"('esm2_binder_LL_target', 'esmfold_plddt_binder_start', 'boltz_rosetta_A_C_side1_normalized')",3,0.9159315443842689,0.8707818930041152,0.8257221750212405,0.8706589706589707,0.8259902926144582,0.6992721709702843
"('aa_sequence_entropy', 'esmfold_plddt_binder_end_glycine_linker', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.9159295700469215,0.8870987202010481,0.7962843642611683,0.8676354176782346,0.8323795405706669,0.6717255743659432
"('esm2_binder_LL_car_target', 'esm2_full_LL_alone', 'esmfold_plddt_binder_start')",3,0.9159204730441444,0.8794181608444496,0.8193191580756013,0.8663994655978625,0.8241458958182508,0.6810602115851103
"('esmfold_plddt_binder_start', 'esmfold_plddt_binder_end', 'seq_kl_vs_human')",3,0.9159125730154171,0.888134565754122,0.7490335051546392,0.8703839396855384,0.8321066179427954,0.6794980886219026
"('esm2_binder_LL_target', 'esmfold_plddt_binder_start', 'boltz_rosetta_A_B_side1_normalized')",3,0.9159082392199122,0.8610580345434791,0.7557860262008734,0.8600932898729908,0.8166760563380282,0.6900656814449918
"('esm2_full_LL_alone', 'esmfold_plddt_binder_start', 'esmfold_plddt_binder_end_glycine_linker')",3,0.915906348750359,0.8783058039721146,0.8067547250859106,0.8638069089721293,0.8229191804277128,0.6860640851420516
"('boltz_rosetta_A_B_complex_normalized', 'gravy_score', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.9159062955309148,0.8482166273275636,0.729585152838428,0.8664999438012813,0.8362957746478872,0.59688013136289
"('esm2_full_LL_alone', 'gravy_score')",2,0.9158986881164416,0.8775230343212123,0.8295210481099655,0.8762605975534035,0.8296876615989244,0.6988912737017234
"('esm2_full_LL_target', 'esmfold_plddt_binder_middle', 'esmfold_plddt_binder_start_glycine_linker')",3,0.9158867183759456,0.8780880409865252,0.7740012886597939,0.8636156306739764,0.8223819537812711,0.7035522422179605
"('esm2_full_LL_alone', 'max_pident_cross_team_hamming', 'boltz_rosetta_A_BC_per_residue_energy_int')",3,0.915885226036078,0.865097891566265,0.8074478901881037,0.8663211719615667,0.8211960434711403,0.7047084002140181
"('esm2_binder_LL_car_target', 'esmfold_plddt_binder_start', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.9158826486641769,0.8819106642065335,0.7683634020618556,0.8676236467060405,0.8255708392227163,0.6714588704453955
"('esm2_binder_LL_car_target', 'esmfold_plddt_binder_start', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.9158816910849372,0.8789296654983978,0.776685996563574,0.8655519555998927,0.8239074476275842,0.6990944766888074
"('esm2_full_LL_target', 'esmfold_plddt_binder_start', 'boltz_rosetta_A_B_side1_normalized')",3,0.9158779176715539,0.8610346184107001,0.7557860262008734,0.8601401221385485,0.8169671361502348,0.6904761904761905
"('esm2_full_LL_alone', 'max_pident_cross_team_hamming', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.91587379105621,0.8801273619191392,0.8567976804123713,0.8608553376944785,0.8223991909998736,0.6620607322927645
"('esm2_binder_LL_car_target', 'esmfold_plddt_binder_start', 'esmfold_plddt_binder_end_glycine_linker')",3,0.9158687637652017,0.8800449651137812,0.7727663230240549,0.8658432871616948,0.8252605692878732,0.6871309008242421
"('esm2_pll', 'esm2_full_LL_alone', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.9158661949616302,0.8755416437594954,0.8179371231696814,0.8674339830102683,0.8241916575711902,0.7079693349973257
"('aa_sequence_entropy', 'esmfold_plddt_binder_start_glycine_linker')",2,0.9158627788949535,0.8869192128750893,0.8090098797250859,0.8649516360179978,0.8310178003010767,0.6930110872629828
"('max_pident_cross_team_hamming', 'boltz_sap_score', 'esmfold_plddt_binder_end_glycine_linker')",3,0.9158579425358006,0.8521586345381524,0.8291814946619218,0.8584926093220792,0.816662907078429,0.7174826110219369
"('esm2_pll', 'gravy_score', 'boltz_rosetta_A_C_side1_normalized')",3,0.9158401945485433,0.8844690289134735,0.8032073067119796,0.8810325476992145,0.8328099040677421,0.7334517789622341
"('esm2_full_LL_target', 'esmfold_plddt_binder_start_glycine_linker', 'boltz_rosetta_A_C_side1_normalized')",3,0.9158393076569344,0.8768157768157768,0.8331563296516569,0.8742664742664743,0.8275331883297081,0.7044179685689119
"('boltz_rosetta_A_B_complex_normalized', 'esmfold_plddt_binder_start', 'esm2_full_LL_car_target')",3,0.9158281592332225,0.8578406578996666,0.7438864628820961,0.8610299351841445,0.8213380281690141,0.681896551724138
"('esm2_pll', 'esmfold_plddt_binder_middle', 'boltz_sap_score')",3,0.9158224171502132,0.874241077339184,0.7847585064355805,0.857555994272847,0.8137407805538814,0.7405767940979209
"('max_pident_cross_team_hamming', 'aa_sequence_entropy', 'boltz_rosetta_A_B_side1_normalized')",3,0.9158172745748374,0.8662938818328275,0.7251091703056769,0.8652776216702258,0.8221877934272301,0.6866174055829228
"('esm2_full_LL_alone', 'esmfold_plddt_binder_start', 'esm2_full_LL_car_target')",3,0.9158036483769032,0.8787707573737784,0.814379295532646,0.8657049782384152,0.8235799404741384,0.6822286287608428
"('esm2_full_LL_target', 'boltz_rosetta_A_B_complex_normalized', 'boltz_sap_score')",3,0.9157997813738616,0.8750889813045596,0.7577510917030569,0.8695299913828631,0.824169014084507,0.7077175697865353
"('esm2_binder_LL_car', 'esmfold_plddt_binder_end', 'boltz_rosetta_A_BC_side1_normalized')",3,0.9157983021127754,0.8732686189738151,0.8125212368331635,0.8702218778040623,0.8239321188002543,0.6962307967131118
"('esm2_binder_LL_car', 'esmfold_plddt_binder_end', 'boltz_rosetta_side1_normalized')",3,0.9157983021127754,0.8732686189738151,0.8125212368331635,0.8702218778040623,0.8239321188002543,0.6962307967131118
"('esm2_binder_LL_target', 'boltz_rosetta_A_B_complex_normalized', 'boltz_sap_score')",3,0.9157927840934711,0.8752669439136788,0.7573144104803493,0.8692162152036267,0.8238075117370892,0.708456486042693
"('esm2_binder_LL_target', 'boltz_rosetta_A_BC_side1_normalized', 'boltz_rosetta_A_BC_per_residue_energy_int')",3,0.9157874845300115,0.8748225793294722,0.7933231396534149,0.8693653642222042,0.8319646730709637,0.6402643801357628
"('esm2_binder_LL_target', 'boltz_rosetta_side1_normalized', 'boltz_rosetta_A_BC_per_residue_energy_int')",3,0.9157874845300115,0.8748225793294722,0.7933231396534149,0.8693653642222042,0.8319646730709637,0.6402643801357628
"('esm2_full_LL_target', 'boltz_rosetta_A_C_complex_normalized', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.9157798859191323,0.8778953556731335,0.8338997451146984,0.8727326171770616,0.8294671652505599,0.6873812062491308
"('aa_sequence_entropy', 'esmfold_plddt_binder_start_glycine_linker', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.9157761179737623,0.8876284139497792,0.8067547250859106,0.8653489063295461,0.8312993415382495,0.6848194668461627
"('esm2_pll', 'esmfold_plddt_binder_middle_glycine_linker', 'esm2_full_LL_car')",3,0.9157687451861616,0.8757455914779412,0.7892441860465117,0.8675049213471191,0.8237325525660792,0.7027481343758755
"('esm2_binder_LL_target', 'esmfold_plddt_binder_middle', 'esmfold_plddt_binder_end_glycine_linker')",3,0.9157622330747871,0.8784676548397823,0.7734643470790378,0.8643042325473267,0.8226606221486767,0.7025743278426193
"('esm2_binder_LL_target', 'esmfold_plddt_binder_start', 'esmfold_plddt_binder_end')",3,0.9157615148903572,0.8818635803177574,0.7740549828178694,0.8666231140695488,0.8225284701393917,0.7032982384841057
"('aa_sequence_entropy', 'seq_kl_vs_human', 'boltz_rosetta_side1_normalized')",3,0.9157584122763338,0.8597071539277266,0.8007985049269453,0.8604168366098377,0.8189576435666172,0.7016077170418006
"('aa_sequence_entropy', 'seq_kl_vs_human', 'boltz_rosetta_A_BC_side1_normalized')",3,0.9157584122763338,0.8597071539277266,0.8007985049269453,0.8604168366098377,0.8189576435666172,0.7016077170418006
"('esm2_pll', 'boltz_rosetta_A_BC_complex_normalized', 'esm2_full_LL_target')",3,0.9157550819806786,0.8807008924916074,0.8282260810350699,0.8743470072873167,0.8249995904794667,0.6837271750805586
"('esm2_pll', 'boltz_rosetta_complex_normalized', 'esm2_full_LL_target')",3,0.9157550819806786,0.8807008924916074,0.8282260810350699,0.8743470072873167,0.8249995904794667,0.6837271750805586
"('esm2_binder_LL_car_target', 'esmfold_plddt_binder_start', 'esmfold_plddt_binder_start_glycine_linker')",3,0.9157550512304893,0.8792474817476363,0.7792633161512028,0.8651282006009082,0.825007756748371,0.6862799883158284
"('esm2_binder_LL_target', 'esmfold_plddt_binder_start_glycine_linker', 'boltz_rosetta_A_C_side1_normalized')",3,0.9157515053876447,0.8769386991609213,0.8333687340696687,0.8739458072791405,0.8271153207401613,0.7035603356358074
"('esm2_pll', 'boltz_rosetta_complex_normalized', 'esm2_full_LL_car_target')",3,0.9157499907509328,0.8776344878408253,0.8307797071842016,0.8739990174404324,0.8247989254181205,0.6910669530970283
"('esm2_pll', 'boltz_rosetta_A_BC_complex_normalized', 'esm2_full_LL_car_target')",3,0.9157499907509328,0.8776344878408253,0.8307797071842016,0.8739990174404324,0.8247989254181205,0.6910669530970283
"('esm2_binder_LL_target', 'boltz_rosetta_A_B_complex_normalized', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.9157333072101532,0.8689024390243902,0.7698689956331878,0.8657459443258028,0.8247089201877935,0.6780172413793103
"('max_pident_cross_team_hamming', 'esmfold_plddt_binder_end', 'seq_kl_vs_human')",3,0.9157330269079765,0.8863512634667279,0.84375,0.8664906906323662,0.8281334390549407,0.6824318317479267
"('esm2_binder_LL_car', 'esmfold_plddt_binder_end', 'boltz_rosetta_A_BC_per_residue_energy_int')",3,0.9157300189543109,0.8761452058232931,0.7892094560244026,0.8593715177178515,0.8210137291922242,0.7171482075976457
"('esm2_pll', 'esm2_binder_LL_car', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.9157268778752197,0.8762096464315061,0.7917743324720069,0.8684123409060007,0.8239577738893413,0.7047602068104831
"('esm2_pll', 'esm2_binder_LL_target', 'boltz_rosetta_complex_normalized')",3,0.9157191039571413,0.8806353885204291,0.8278855975485189,0.8741996233521657,0.8245818795354399,0.6839778016469746
"('esm2_pll', 'esm2_binder_LL_target', 'boltz_rosetta_A_BC_complex_normalized')",3,0.9157191039571413,0.8806353885204291,0.8278855975485189,0.8741996233521657,0.8245818795354399,0.6839778016469746
"('esm2_full_LL_alone', 'esmfold_plddt_binder_start')",2,0.9157184238245716,0.8775465762656002,0.8136275773195876,0.8642159502558715,0.8223704623022029,0.6805395039307077
"('esm2_binder_LL_car_target', 'boltz_rosetta_A_BC_side1_normalized')",2,0.9157141277968945,0.871286401827229,0.814050288820931,0.8691818255975202,0.8318260401546165,0.6615219721329046
"('esm2_binder_LL_car_target', 'boltz_rosetta_side1_normalized')",2,0.9157141277968945,0.871286401827229,0.814050288820931,0.8691818255975202,0.8318260401546165,0.6615219721329046
"('esm2_full_LL_target', 'boltz_rosetta_A_B_complex_normalized', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.9157041518751934,0.8688602899853883,0.7700873362445415,0.8659145404818103,0.8250234741784037,0.6774425287356322
"('boltz_rosetta_A_B_complex_normalized', 'gravy_score', 'esmfold_plddt_binder_start_glycine_linker')",3,0.9157033743995945,0.8462965044396986,0.7116812227074235,0.8659754224270354,0.8378732394366196,0.5845032840722496
"('esm2_binder_LL_car_target', 'boltz_rosetta_side1_normalized', 'boltz_rosetta_A_BC_side1_normalized')",3,0.9157022960657466,0.871286401827229,0.814050288820931,0.8691573537808956,0.8318138078384683,0.6613076098606645
"('esmfold_plddt_binder_middle', 'esm2_full_LL_car_target', 'boltz_rosetta_A_C_side1_normalized')",3,0.9157009525659328,0.8674362674362674,0.8191376380628718,0.8676714232269788,0.8262474419003332,0.7063882063882064
"('boltz_rosetta_A_B_complex_normalized', 'gravy_score', 'esmfold_plddt_binder_end_glycine_linker')",3,0.9157002644971988,0.8466758457907159,0.7191048034934497,0.8654743171855681,0.8371032863849764,0.5940065681444993
"('esm2_full_LL_alone', 'boltz_rosetta_A_B_complex_normalized', 'boltz_sap_score')",3,0.9156948221680062,0.8688930725712787,0.7341703056768559,0.8664765276685025,0.8232394366197183,0.7063628899835797
"('esm2_full_LL_alone', 'esmfold_plddt_binder_start', 'esmfold_plddt_binder_start_glycine_linker')",3,0.9156911328162405,0.8774612367171937,0.8115871993127148,0.8629623417172082,0.8224939957021868,0.6830795412692567
"('esm2_binder_LL_car_target', 'max_pident_cross_team_hamming', 'boltz_rosetta_A_C_complex_normalized')",3,0.9156841016253618,0.8783870450537117,0.8355989804587934,0.8740580407247074,0.8318672252520598,0.646098929117797
"('esm2_full_LL_target', 'esmfold_plddt_binder_middle', 'esmfold_plddt_binder_end_glycine_linker')",3,0.9156839509719428,0.8783264031734541,0.7721756872852235,0.864177694596241,0.8227899012881948,0.7005930987185511
"('boltz_rosetta_A_BC_complex_normalized', 'boltz_sap_score', 'gravy_score')",3,0.9156823511475258,0.8619463251488703,0.8399592252803263,0.8737050330369525,0.8339422308482703,0.7204180064308681
"('boltz_rosetta_complex_normalized', 'boltz_sap_score', 'gravy_score')",3,0.9156823511475258,0.8619463251488703,0.8399592252803263,0.8737050330369525,0.8339422308482703,0.7204180064308681
"('esm2_full_LL_target', 'boltz_rosetta_A_BC_side1_normalized', 'boltz_rosetta_A_BC_per_residue_energy_int')",3,0.9156769423561439,0.8747042988824537,0.7911145090044173,0.8690064442450444,0.8322664035359549,0.6381386209360486
